X,alpha,sigma
3204,4.213185343,7.284271129
3205,2.41253386,6.761857835
3206,3.427383842,7.308924405
3207,3.609226633,7.632411932
3208,2.519588251,7.468786295
3209,3.525851449,7.26444647
3210,3.744108676,7.120734957
3211,2.256967016,8.134448696
3212,3.463467707,7.159077495
3213,3.293640167,7.458249992
3214,2.601484708,8.560588019
3215,3.143139172,6.763682447
3216,2.604369975,7.413800738
3217,3.593420038,6.992707811
3218,3.507130801,6.914919377
3219,2.39205191,7.791445335
3220,1.88595434,7.939582121
3221,3.596958357,7.156812767
3222,2.969573714,7.815861343
3223,2.924023297,7.346850471
3224,2.751798069,6.47683477
3225,2.379522603,7.116299514
3226,3.289178454,7.438116759
3227,3.127442911,6.744654894
3228,3.002435957,6.808235219
3229,3.167027862,8.019371811
3230,2.823351322,6.786191507
3231,3.424660216,7.461189175
3232,2.883816457,8.577248959
3233,3.563369878,6.593173517
3234,2.429619391,8.190754662
3235,3.305782377,6.896570025
3236,3.260363016,7.433672855
3237,2.739767202,6.963622702
3238,2.910223461,6.91073207
3239,2.762255199,7.500924429
3240,3.806212474,6.779550682
3241,3.186087287,6.670466678
3242,3.013548293,6.737578243
3243,2.391980589,6.287841885
3244,3.286923925,7.395631636
3245,3.436922938,7.348120923
3246,3.02439889,7.491757181
3247,3.056430253,8.183423945
3248,2.575092893,7.262026614
3249,3.036330936,6.869555912
3250,3.981819153,6.915492857
3251,2.305026248,7.872493433
3252,3.46224379,6.998341785
3253,3.176865844,6.768751271
3254,2.545892978,8.056202904
3255,2.072781529,7.49934505
3256,2.352044582,6.48098026
3257,3.390199859,7.230589014
3258,2.535463678,6.938689331
3259,2.954507008,6.934001624
3260,4.25450745,6.896537392
3261,3.303109401,7.123987788
3262,2.868422089,6.788525783
3263,2.750001811,7.477378508
3264,4.257507329,6.774829554
3265,3.658569353,7.214617542
3266,2.7123462,7.21473233
3267,3.381079908,7.174831757
3268,2.975405062,6.52900624
3269,3.130991516,7.751187454
3270,3.413840371,6.525415699
3271,2.707845062,7.859120394
3272,2.594126683,8.088735213
3273,2.633210048,7.839605383
3274,3.552332264,6.949156458
3275,2.678771284,6.444963875
3276,2.068544531,8.291537925
3277,3.137151349,7.448188399
3278,3.311716088,6.489040365
3279,3.488670783,7.464810258
3280,4.272250672,6.94556049
3281,2.484058091,6.912799778
3282,2.416315861,8.374518597
3283,3.173101446,7.228257069
3284,3.83674211,6.535222556
3285,2.30225014,7.694195019
3286,2.718164746,6.549605198
3287,3.997030746,6.390405949
3288,3.222824847,7.332747506
3289,2.360716613,6.27586529
3290,2.880642603,7.201143861
3291,2.302240933,7.194637218
3292,3.062670296,6.940824929
3293,4.092130695,7.132928739
3294,2.514148383,6.614484088
3295,2.600521634,6.583929441
3296,2.399591897,7.282047171
3297,2.079959723,8.399030543
3298,4.410704546,7.127247297
3299,3.003476923,6.598517117
3300,3.036316893,7.197513627
3301,2.852520368,7.278834876
3302,3.235191985,8.165012101
3303,2.714089719,6.68775787
3304,3.135316725,6.992089004
3305,2.860193188,7.307503129
3306,3.873695718,6.315510356
3307,2.916352258,6.612430583
3308,2.377781573,7.80393174
3309,2.337967643,7.177452517
3310,3.893899648,7.271925744
3311,4.033603194,7.264169052
3312,3.426329529,6.887155032
3313,2.842192534,7.142496807
3314,2.391279191,8.293478157
3315,3.589000968,7.102672439
3316,2.055699463,8.87753583
3317,3.1434636,8.484965241
3318,3.316307039,7.367604572
3319,3.388738126,6.736224604
3320,3.053146586,6.632059711
3321,2.66119917,7.321230869
3322,3.357258097,6.834614254
3323,3.343922271,6.514774277
3324,3.435960697,6.689994934
3325,3.985133731,7.081240771
3326,2.949295478,8.23454528
3327,2.686096093,7.011428464
3328,2.872290167,8.573027493
3329,1.803843882,10.02011845
3330,2.67307597,7.056995568
3331,3.198939199,7.879734781
3332,3.607895682,7.215107352
3333,3.658794376,7.135542944
3334,4.582591694,7.88611139
3335,2.826432178,7.586458037
3336,3.617522539,6.633582988
3337,3.504206123,7.649663483
3338,2.664314719,7.047688278
3339,3.01115858,7.104716457
3340,3.101176642,7.061869781
3341,3.504922421,7.208207191
3342,2.196240324,6.444309169
3343,2.063068249,8.614689078
3344,3.759943393,6.853706715
3345,3.277004168,6.906633807
3346,3.636073351,6.929582943
3347,2.619482499,7.140836901
3348,3.136074706,6.159216693
3349,2.66021375,7.142380111
3350,2.937581185,7.144938959
3351,3.578786962,6.343936439
3352,3.504778353,6.509933102
3353,2.388627632,7.256674919
3354,2.122336625,7.260202644
3355,2.86084894,6.453749805
3356,3.886731293,7.166220726
3357,3.189123713,6.569652302
3358,3.444095106,6.914676607
3359,2.776228918,6.715147547
3360,3.998200517,7.029305841
3361,3.45455167,7.958197973
3362,3.633937139,7.888136566
3363,3.36468746,6.740952065
3364,3.32739696,7.574126226
3365,3.575909388,7.050429374
3366,3.074098112,6.641575437
3367,2.46713895,7.755349764
3368,3.095563252,9.183645728
3369,3.134064232,7.372842222
3370,3.145763892,7.622910183
3371,2.827569392,8.251149757
3372,2.342198254,8.065193975
3373,3.122843781,7.832837958
3374,3.33705525,6.879613319
3375,3.197467588,7.327793018
3376,3.520596678,7.092867742
3377,3.013504749,6.980274474
3378,2.918082056,7.797387288
3379,2.584796985,8.049346525
3380,4.014290877,7.275416205
3381,2.768681433,8.336688871
3382,3.077410136,7.165865236
3383,2.707402128,6.648557893
3384,2.516919099,7.540091499
3385,2.983960604,7.076970192
3386,2.747556783,8.215221889
3387,2.349584588,7.946735484
3388,2.723616289,7.981484047
3389,3.718972164,7.538001191
3390,3.660924448,6.951823364
3391,2.903871806,7.743821696
3392,3.01758492,6.698819339
3393,3.772584989,7.637083256
3394,3.70033861,6.865009408
3395,3.522637849,6.928652279
3396,3.07922911,7.190303287
3397,4.158939189,6.988304549
3398,2.719473476,8.147334307
3399,3.487407653,7.249775258
3400,2.353686453,7.192473585
3401,3.203262844,7.004256791
3402,3.581504212,6.723168479
3403,3.379728349,7.241544156
3404,2.64112624,8.159982211
3405,3.190762295,6.997831516
3406,2.699706303,7.066081293
3407,3.534551648,6.887281557
3408,3.153285814,7.602953448
3409,3.683098974,6.311513648
3410,3.38949383,7.08318221
3411,3.592471559,6.854359867
3412,3.288727115,6.518727769
3413,3.097783106,7.159547015
3414,3.723766141,6.904716599
3415,2.563860663,6.556599795
3416,3.645144195,6.831859287
3417,5.106491803,6.98715135
3418,3.284870095,7.127575326
3419,3.232692108,6.131497286
3420,2.96126969,7.268831691
3421,4.120960523,6.628480832
3422,1.987375622,7.090359023
3423,2.269317579,6.507953645
3424,2.323010447,7.640590935
3425,3.985579546,7.712637927
3426,2.328794933,7.377998294
3427,2.634174161,7.438947244
3428,3.82914338,6.508735153
3429,3.648109279,7.434597491
3430,3.421120084,7.014874745
3431,3.529324067,7.738002985
3432,2.509083153,6.364178693
3433,3.411111725,6.350687887
3434,2.731908528,7.560969359
3435,3.234869071,6.2193317
3436,2.878812033,8.050840972
3437,4.093648694,6.786293357
3438,2.376589366,8.131195282
3439,3.064825472,7.07331686
3440,2.158660339,8.793202746
3441,2.525467289,6.916479565
3442,2.285960304,7.990949356
3443,2.712396118,6.509492619
3444,3.254601572,6.638456425
3445,2.096826256,7.689078966
3446,3.389303338,6.726847734
3447,2.850344415,6.545610855
3448,2.783554407,7.513977209
3449,2.833970181,6.850690013
3450,3.41742784,7.639676046
3451,2.574764495,8.16273497
3452,3.081841475,7.151527847
3453,2.656521601,7.183904381
3454,3.265758864,6.350551731
3455,2.383645404,7.446424555
3456,2.57557821,6.602176332
3457,1.981437915,7.582874933
3458,2.806295624,7.757226729
3459,3.727961652,7.441998587
3460,3.308698254,6.298356582
3461,2.775367062,6.752714694
3462,4.335660139,6.641758026
3463,2.407979233,7.247239812
3464,3.966412646,6.805201551
3465,2.469147145,8.949009992
3466,3.516375609,7.146581617
3467,2.759803802,6.945833057
3468,3.126542479,7.382210572
3469,3.142126068,7.117101689
3470,3.74241985,6.30221504
3471,2.685277509,7.674080526
3472,1.833202086,8.128941081
3473,3.285125558,7.499776123
3474,2.799798757,6.729679896
3475,3.268617405,6.912208029
3476,3.376564829,7.146681878
3477,2.478426583,7.530816067
3478,3.241676304,7.667934625
3479,2.704796675,7.308856944
3480,2.827730915,6.781852746
3481,4.008455203,6.919897842
3482,3.536666418,6.510483983
3483,2.625040122,7.097997794
3484,2.747663624,6.953804653
3485,2.705247511,7.657214606
3486,2.964438052,7.842614105
3487,3.033700403,6.979703817
3488,3.35576877,6.331012859
3489,2.671372353,7.52817414
3490,2.667279156,7.986286058
3491,3.400380487,6.576412564
3492,3.156864274,6.718905066
3493,3.477612864,7.978076832
3494,2.17443564,5.829970411
3495,1.94096351,7.716920693
3496,2.400510343,7.322772959
3497,2.987616249,7.283683329
3498,3.179109773,7.482946968
3499,4.195223956,7.246311551
3500,3.216915711,6.38461223
3501,3.253375475,7.31395172
3502,4.636998996,6.698238563
3503,1.82088597,7.861448768
3504,3.65552696,7.076143346
3505,3.452642216,6.835551152
3506,2.960205821,7.331246276
3507,2.72389789,7.719817044
3508,2.270295927,7.666173857
3509,2.539570782,6.83836855
3510,3.637554289,7.492163578
3511,2.796605881,7.215655462
3512,2.971320162,7.757589532
3513,2.725932571,7.70173261
3514,1.932704244,8.650987393
3515,2.934241247,8.82362747
3516,3.150492867,7.80208375
3517,2.259243752,8.166610927
3518,4.589394858,8.107740979
3519,2.738137694,7.563989864
3520,4.415731479,6.668777576
3521,2.529365797,7.791795928
3522,3.791579879,7.328711939
3523,3.408066041,7.73476729
3524,3.606991225,6.784620979
3525,2.415421299,6.758422906
3526,3.867769761,7.138604336
3527,3.164269006,6.597247524
3528,2.89133346,6.720117875
3529,1.797406438,8.577412258
3530,3.745475202,7.228010914
3531,2.50584176,7.05602197
3532,2.982605318,6.923564055
3533,3.163976427,6.911928605
3534,2.755908074,6.862537209
3535,2.752797304,6.303838882
3536,2.811745091,7.313063008
3537,3.703679481,7.094861423
3538,3.634686627,7.260038384
3539,2.289789908,6.939137873
3540,3.210251275,7.004876198
3541,2.546174468,6.650537005
3542,2.817797299,6.870163373
3543,2.995160075,6.607653666
3544,3.352161203,6.291388651
3545,2.152799048,6.7219473
3546,3.762188966,6.621652248
3547,2.697809408,8.219884781
3548,3.2144256,7.301505591
3549,4.082005261,7.099896595
3550,2.781565691,7.559068783
3551,3.528466191,7.60879855
3552,2.541171262,7.201735121
3553,2.547652702,7.166635933
3554,2.852786235,8.148937383
3555,2.928301246,7.560762281
3556,2.579877154,7.488258777
3557,2.951334731,7.51054519
3558,3.068304185,7.222919569
3559,2.873528205,7.048939774
3560,3.415871633,6.662202381
3561,3.712556403,6.928237646
3562,3.927182283,7.057054175
3563,2.732565346,6.5470554
3564,2.695075137,7.793469606
3565,2.57999776,9.230257537
3566,3.327382573,6.952554242
3567,2.658890762,7.918251607
3568,3.085953886,7.265962513
3569,2.487346891,8.052874931
3570,2.467892077,7.177832987
3571,3.690737289,7.911904992
3572,2.615332664,7.380969776
3573,3.024877474,7.924520984
3574,3.459397865,6.260922526
3575,2.513766875,8.149871553
3576,2.961486342,7.449429555
3577,2.781118267,6.987097612
3578,3.448251746,7.190903198
3579,3.605808661,6.843041062
3580,3.816044388,7.381642912
3581,2.999278904,6.565099531
3582,2.720391499,7.850999477
3583,3.929455453,7.461119545
3584,3.929776346,6.380410986
3585,2.890711708,7.437369227
3586,2.354019301,7.488008721
3587,2.75398475,6.925024565
3588,3.307061397,7.471083223
3589,3.759985312,7.193537712
3590,2.668304033,7.239119047
3591,3.226626155,6.260921076
3592,3.087327669,7.627527501
3593,3.512697506,7.558227224
3594,2.328851779,6.911564392
3595,2.887649103,6.634529369
3596,3.235216344,6.897157959
3597,2.702135766,6.074615491
3598,3.179891353,7.285576476
3599,3.216662936,7.083218879
3600,2.708894064,7.425940352
3601,2.862291824,8.339065517
3602,2.572136147,8.366950497
3603,2.571921581,6.63827583
3604,2.580343236,7.706206788
3605,2.581598686,7.205568384
3606,3.401165422,7.197552288
3607,3.452870824,7.357122784
3608,2.716294645,6.661039787
3609,3.073490736,8.293045888
3610,2.375754519,6.835119759
3611,3.201753953,6.458999931
3612,2.533815352,7.986840462
3613,2.435895684,7.46685288
3614,3.236471405,6.964928861
3615,2.412762311,7.863363956
3616,2.878457491,7.233947656
3617,2.957161526,6.957622643
3618,3.149392669,7.675714136
3619,3.720220985,6.826504964
3620,2.616067869,7.30267729
3621,2.740476563,6.71205368
3622,2.364804216,7.787286607
3623,3.120643019,7.152843184
3624,2.501694928,7.82359436
3625,3.926418724,7.148378749
3626,2.598482792,7.272617567
3627,2.933305949,7.713866927
3628,3.3695913,7.233739717
3629,2.70647542,6.725692739
3630,2.589829417,7.181806873
3631,3.086079908,6.830950548
3632,2.624017986,6.385149946
3633,2.362584245,6.680373063
3634,2.169129503,9.39234935
3635,4.320044667,6.866988328
3636,2.543821241,6.230707901
3637,2.904683947,6.234463884
3638,2.76138605,7.799376503
3639,2.922140758,7.653666167
3640,3.983331174,6.938980179
3641,3.588411047,6.862272096
3642,3.080505752,7.057274536
3643,2.214289075,8.211829241
3644,2.336848486,7.522656267
3645,3.846679167,7.276991451
3646,3.220433868,7.757765384
3647,3.724936574,6.658600476
3648,3.637310323,7.430648853
3649,2.607153071,7.384981034
3650,3.111800172,7.984863554
3651,3.619271827,6.992903682
3652,3.330809857,7.968981661
3653,3.167028723,7.222425015
3654,3.30694822,7.473940414
3655,3.063280975,7.024616519
3656,2.917443808,7.719587793
3657,3.372985266,6.279895759
3658,2.346786525,7.477409256
3659,3.518886623,7.241520969
3660,2.519967552,8.487190129
3661,3.181557513,6.95058747
3662,2.977282769,6.844829989
3663,2.535156117,7.108315047
3664,3.174764495,7.385690489
3665,2.654562011,7.915051791
3666,2.518069852,8.334763185
3667,3.650664355,7.180422485
3668,2.307442504,7.754175405
3669,2.712806728,7.331750681
3670,2.389233329,7.924458572
3671,2.436638714,9.031167135
3672,2.61600174,9.004688988
3673,2.761581744,7.256457195
3674,2.791600486,6.517548412
3675,2.640846654,6.82408143
3676,2.181604288,7.51448331
3677,3.143565278,7.426445785
3678,4.164276862,8.052372652
3679,2.58759022,7.642543704
3680,3.166524133,7.439071121
3681,2.60652205,6.83633942
3682,2.665132606,6.799349274
3683,3.537858455,7.299093163
3684,1.810932715,6.875296737
3685,3.773917391,6.615917241
3686,2.739103033,7.634935899
3687,3.299920311,6.182438064
3688,3.792188426,6.970896909
3689,2.836450004,7.128293843
3690,1.903645287,6.006551712
3691,2.855369426,6.851775334
3692,3.18538434,7.212956975
3693,4.577810199,7.065321275
3694,2.518726043,6.91757014
3695,2.514574494,6.244290963
3696,2.940016854,7.608015024
3697,3.440687995,6.92804292
3698,2.382634696,7.685461693
3699,2.57788585,8.315908071
3700,2.483773024,7.115109608
3701,3.067932396,7.041796878
3702,2.980109645,6.790320329
3703,3.337882719,6.759669672
3704,2.650690726,6.477772514
3705,3.335768573,6.935115172
3706,3.096529307,7.3489812
3707,3.866625911,7.029446804
3708,2.607686932,6.768248311
3709,3.760855466,7.189980012
3710,2.318178996,8.418875894
3711,2.588227578,9.024968794
3712,3.833698094,6.765246162
3713,2.648556204,7.132993158
3714,2.798932746,7.437077018
3715,4.142283127,6.777100016
3716,2.068799653,8.177821902
3717,3.474127248,6.828633763
3718,3.497406282,7.027529566
3719,4.040311081,7.497361928
3720,2.323946568,7.99812739
3721,2.496805444,7.720597969
3722,3.808052123,6.85778706
3723,3.82178,6.483247078
3724,3.187888897,6.27833768
3725,2.978319753,6.852546033
3726,2.878347237,6.954194578
3727,2.566821165,6.7753089
3728,2.106027532,7.531925418
3729,3.64080196,7.482004203
3730,3.029862317,7.429524735
3731,2.324541152,7.99944188
3732,3.250949115,6.435012437
3733,2.988961306,8.014665556
3734,2.688344033,7.943536138
3735,3.8318115,6.662013898
3736,2.437474258,6.234724353
3737,3.999809722,6.896140663
3738,2.784852597,6.645713975
3739,2.975673815,6.640724976
3740,3.918744039,7.492477845
3741,3.170970107,7.275428892
3742,3.158036614,6.351986608
3743,3.107462686,6.109036954
3744,3.20397146,7.192964525
3745,3.2314177,6.761254895
3746,2.093914674,7.39357688
3747,3.079253605,7.222121726
3748,3.088983426,7.373288974
3749,2.498714912,7.356526762
3750,4.035936941,7.47687622
3751,2.536960305,6.640090362
3752,3.18574636,7.277486765
3753,2.26913226,7.305810324
3754,2.335722715,7.383379537
3755,3.024380678,8.360519357
3756,3.066518619,6.528853802
3757,2.441838127,7.831120698
3758,2.906765628,6.313701553
3759,2.860139861,7.846907169
3760,3.214221887,6.541396517
3761,3.099156006,7.105665387
3762,3.387115004,6.932681153
3763,2.612500457,7.146771966
3764,2.940758144,6.820912488
3765,2.828546941,7.396725533
3766,2.675040168,7.370842037
3767,3.063071238,7.085798353
3768,3.715440199,7.627943873
3769,3.209686529,7.439889085
3770,3.463980481,6.595586468
3771,2.822507795,7.213091363
3772,2.147172061,8.493519409
3773,2.675277386,7.250852995
3774,2.626902426,7.430103062
3775,2.004746031,9.007936557
3776,2.555615404,8.888660458
3777,4.077243526,7.017645178
3778,2.597394332,7.294032376
3779,3.00451555,6.906566297
3780,3.188221212,7.531324776
3781,4.082121314,7.718189485
3782,3.00233249,7.654364875
